"","BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.DATE","high.end"
"3870",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",613,49,NA,"A4","208 WEST 11TH STREET","",10014,1,0,1,"1,062","3,040",1910,1,"A4","04/04/2019","1"
"3871",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",614,47,NA,"A4","243 WAVERLY PLACE","",10014,1,0,1,"1,100","3,068",1899,1,"A4","06/19/2019","1"
"3872",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",615,21,NA,"A4","252 WEST 12 STREET","",10014,1,0,1,"1,764","4,073",1910,1,"A4","06/27/2019","1"
"3873",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",615,24,NA,"A4","246 WEST 12TH STREET","",10014,1,0,1,"1,501","4,104",1899,1,"A4","10/10/2018","1"
"3874",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",619,18,NA,"A5","234 WEST 10TH STREET","",10014,1,0,1,"2,375","3,000",1899,1,"A5","11/20/2018","1"
"3875",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",620,62,NA,"A4","70 CHARLES STREET","",10014,1,0,1,"910","2,984",1899,1,"A4","06/26/2019","1"
"3876",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",620,64,NA,"A4","66 CHARLES STREET","",10014,1,0,1,"910","2,880",1899,1,"A4","04/08/2019","1"
"3878",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",626,44,NA,"S0","37 8TH AVENUE","",10014,1,2,3,"803","5,803",1901,1,"S0","01/29/2019","1"
"3879",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",627,20,NA,"A4","51 HORATIO STREET","",10014,1,0,1,"936","2,710",1899,1,"A4","11/29/2018","1"
"3880",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",632,4,NA,"A4","691 WASHINGTON STREET","",10014,1,0,1,"1,539","1,892",1945,1,"A4","12/21/2018","0"
"3881",1,"GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1",637,55,NA,"A4","370 WEST 11TH STREET","",10014,1,0,1,"2,160","4,400",1905,1,"A4","07/24/2019","1"
"3883",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",586,74,NA,"B3","11 LEROY STREET","",10014,2,0,2,"2,250","4,880",1899,1,"B3","11/15/2018","1"
"3884",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",590,81,NA,"S2","17 JONES STREET","",10014,2,1,3,"2,500","7,322",1899,1,"S2","03/25/2019","0"
"3886",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",610,23,NA,"B3","180 WAVERLY PLACE","",10014,2,0,2,"1,454","3,542",1839,1,"B3","11/10/2018","0"
"3887",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",613,10,NA,"B1","250 WEST 11TH ST","",10014,2,0,2,"806","2,568",1899,1,"B1","01/04/2019","1"
"3888",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",614,15,NA,"B9","34 BANK STREET","",10014,2,0,2,"1,953","3,840",1899,1,"B9","10/22/2018","1"
"3890",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",615,17,NA,"B3","260 WEST 12TH STREET","",10014,2,0,2,"1,743","3,520",1899,1,"B3","06/19/2019","0"
"3891",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",616,142,NA,"B1","347 WEST 4TH STREET","",10014,2,0,2,"548","2,625",1927,1,"B1","12/27/2018","1"
"3892",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",623,28,NA,"B3","72 BANK STREET","",10014,2,0,2,"2,250","4,900",1899,1,"B3","09/20/2019","0"
"3893",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",626,29,NA,"B1","48 HORATIO STREET","",10014,2,0,2,"1,392","2,760",1857,1,"B1","10/24/2018","0"
"3894",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",626,55,NA,"B1","53 JANE STREET","",10014,2,0,2,"1,187","2,850",1910,1,"B1","03/21/2019","1"
"3895",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",633,52,NA,"S2","302 WEST 11TH STREET","",10014,2,1,3,"1,102","2,996",1910,1,"S2","04/09/2019","1"
"3897",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",642,63,NA,"B1","71 JANE STREET","",10014,2,0,2,"1,807","3,360",1925,1,"B1","04/19/2019","1"
"3898",1,"GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1",642,63,NA,"B1","71 JANE STREET","",10014,2,0,2,"1,807","3,360",1925,1,"B1","01/30/2019","0"
"3899",1,"GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1",586,15,NA,"C0","16 LEROY STREET","",10014,3,0,3,"1,600","2,216",1899,1,"C0","06/24/2019","1"
"3902",1,"GREENWICH VILLAGE-WEST","04 TAX CLASS 1 CONDOS","1C",623,1102,NA,"R6","407 BLEECKER STREET, RES","RES",10014,0,0,0,"0","1,680",1899,1,"R6","03/04/2019","1"
"3904",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",528,78,NA,"C7","35 BEDFORD STREET","",10014,33,2,35,"4,166","17,556",1900,2,"C7","11/15/2018","0"
"3905",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",583,12,NA,"C4","64 MORTON STREET","",10014,15,0,15,"2,500","9,680",1900,2,"C4","07/31/2019","0"
"3907",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",589,46,NA,"C7","11 CARMINE STREET","",10014,13,1,14,"2,500","10,016",1900,2,"C7","08/15/2019","1"
"3908",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",591,33,NA,"C7","16 BARROW STREET","",10014,14,2,16,"1,925","7,397",1910,2,"C7","12/07/2018","1"
"3909",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",593,44,NA,"C7","16 CHRISTOPHER STREET","",10014,13,1,14,"1,398","4,567",1910,2,"C7","07/24/2019","1"
"3910",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",608,35,NA,"C7","106 WEST 13TH STREET","",10011,30,1,31,"4,130","16,893",1910,2,"C7","05/08/2019","1"
"3912",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",612,65,NA,"C7","1-3 CHARLES STREET","",10014,12,2,14,"1,562","7,482",1900,2,"C7","07/31/2019","0"
"3913",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",613,44,NA,"C7","227 WAVERLY PLACE","",10014,29,3,32,"3,472","15,117",1910,2,"C7","06/27/2019","1"
"3915",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",619,15,NA,"C7","240 WEST 10TH STREET","",10014,22,2,24,"2,375","9,780",1901,2,"C7","10/09/2018","1"
"3916",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",619,68,NA,"C4","184-188 WEST 10 STREET","",10014,16,1,17,"2,668","12,500",1901,2,"C4","04/29/2019","1"
"3917",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",620,38,NA,"C5","239 WEST 10 STREET","",10014,15,0,15,"2,557","7,590",1910,2,"C5","07/31/2019","0"
"3918",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",627,13,NA,"C7","641 HUDSON STREET","",10014,16,1,17,"3,212","13,010",1910,2,"C7","07/31/2019","0"
"3920",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",629,27,NA,"C5","316 WEST 14TH STREET","",10014,20,2,22,"2,516","7,425",1910,2,"C5","12/14/2018","0"
"3921",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",631,17,NA,"C7","128 CHARLES STREET","",10014,12,4,16,"1,675","8,051",1875,2,"C7","07/31/2019","0"
"3922",1,"GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2",633,53,NA,"C7","561 HUDSON STREET","",10014,9,2,11,"376","1,580",1905,2,"C7","04/09/2019","1"
"3923",1,"GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2",605,1,NA,"D1","100 BARROW STREET","",10014,33,0,33,"8,998","82,638",2015,2,"D1","06/26/2019","0"
"3924",1,"GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2",608,9,NA,"D6","162 WEST 13TH STREET","",10011,32,4,36,"4,700","22,998",1910,2,"D6","08/14/2019","1"
"3926",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",584,59,NA,"C6","71 BARROW STREET, 2","",10014,0,0,0,"0","0",1910,2,"C6","04/11/2019","0"
"3927",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",584,59,NA,"C6","71 BARROW STREET, 14","",10014,0,0,0,"0","0",1910,2,"C6","01/10/2019","0"
"3929",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",589,14,NA,"C6","26 CORNELIA STREET, 8","",10014,0,0,0,"0","0",1920,2,"C6","10/02/2018","0"
"3930",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",590,11,NA,"C6","32 JONES STREET, 2A","",10014,0,0,0,"0","0",1930,2,"C6","01/30/2019","0"
"3931",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","379 WEST STREET, 4B","",10014,0,0,0,"0","0",1960,2,"C6","09/18/2019","0"
"3932",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","618 WASHINGTON ST, 3A","",10014,0,0,0,"0","0",1960,2,"C6","08/19/2019","0"
"3933",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","119 MORTON STREET, 2A","",10014,0,0,0,"0","0",1960,2,"C6","07/01/2019","0"
"3934",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","382 WEST STREET, 2B","",10014,0,0,0,"0","0",1960,2,"C6","06/21/2019","0"
"3935",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","379 WEST STREET, 5B","",10014,0,0,0,"0","0",1960,2,"C6","06/17/2019","0"
"3936",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","626 WASHINGTON STREET, 5B","",10014,0,0,0,"0","0",1960,2,"C6","06/04/2019","0"
"3937",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","125 BARROW STREET, 4B","",10014,0,0,0,"0","0",1960,2,"C6","04/26/2019","0"
"3938",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","121 MORTON STREET, 4B","",10014,0,0,0,"0","0",1960,2,"C6","02/07/2019","0"
"3939",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","626 WASHINGTON STREET, 4B","",10014,0,0,0,"0","0",1960,2,"C6","01/17/2019","0"
"3941",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",603,1,NA,"C6","376 WEST STREET, 1B","",10014,0,0,0,"0","0",1960,2,"C6","11/08/2018","0"
"3942",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",604,14,NA,"C6","634 WASHINGTON STREET, 3A","",10014,0,0,0,"0","0",1975,2,"C6","05/22/2019","0"
"3943",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",604,14,NA,"C6","634 WASHINGTON STREET, 2A","",10014,0,0,0,"0","0",1975,2,"C6","05/14/2019","0"
"3944",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",608,21,NA,"C6","136 WEST 13TH STREET, C","",10011,0,0,0,"0","0",1880,2,"C6","10/01/2018","0"
"3945",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",609,65,NA,"C6","141 WEST 13TH STREET, 102","",10011,0,0,0,"0","0",1910,2,"C6","01/16/2019","0"
"3946",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",610,48,NA,"C6","140 WEST 10TH STREET, 2FE","",10014,0,0,0,"0","0",1900,2,"C6","09/27/2019","0"
"3947",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",613,40,NA,"C6","41 PERRY STREET, 5D","",10014,0,0,0,"0","0",1910,2,"C6","12/11/2018","0"
"3948",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",613,42,NA,"C6","45 PERRY STREET, 3","",10014,0,0,0,"0","0",1910,2,"C6","06/21/2019","0"
"3950",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",615,76,NA,"C6","2 JANE STREET, 6B","",10014,0,0,0,"0","0",1910,2,"C6","10/15/2018","0"
"3952",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",620,54,NA,"C6","84 CHARLES STREET, 4","",10014,0,0,0,"0","0",1900,2,"C6","05/07/2019","0"
"3954",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",620,66,NA,"C6","244 WEST 4TH STREET, 1A","",10014,0,0,0,"0","0",1920,2,"C6","02/07/2019","0"
"3955",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",620,67,NA,"C6","242 WEST 4TH STREET, 5B","",10014,0,0,0,"0","0",1900,2,"C6","05/17/2019","0"
"3956",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",622,14,NA,"C6","290 WEST 11TH STREET, 2C","",10014,0,0,0,"0","0",1910,2,"C6","10/24/2018","0"
"3957",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",622,65,NA,"C6","77 PERRY STREET, 1A","",10014,0,0,0,"0","0",1900,2,"C6","08/14/2019","0"
"3958",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",622,65,NA,"C6","77 PERRY STREET, 5C","",10014,0,0,0,"0","0",1900,2,"C6","06/20/2019","0"
"3960",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",622,65,NA,"C6","77 PERRY STREET, 2D","",10014,0,0,0,"0","0",1900,2,"C6","05/07/2019","0"
"3961",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",622,66,NA,"C6","79 PERRY STREET, 4F","",10014,0,0,0,"0","0",1910,2,"C6","09/18/2019","0"
"3962",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",622,66,NA,"C6","79 PERRY STREET, 2R","",10014,0,0,0,"0","0",1910,2,"C6","06/21/2019","0"
"3963",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",624,52,NA,"C6","306 WEST 4TH STREET, A3","",10014,0,0,0,"0","0",1910,2,"C6","01/10/2019","0"
"3965",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",626,4,NA,"C6","815 GREENWICH STREET, 2D","",10014,0,0,0,"0","0",1947,2,"C6","01/03/2019","0"
"3967",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",626,50,NA,"C6","41 JANE STREET, 2A","",10014,0,0,0,"0","0",1915,2,"C6","10/18/2018","0"
"3968",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",630,43,NA,"C6","256 WEST 10TH STREET, 1B","",10014,0,0,0,"0","0",1911,2,"C6","08/19/2019","0"
"3970",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",630,43,NA,"C6","256 WEST 10TH STREET, 3D","",10014,0,0,0,"0","0",1911,2,"C6","10/01/2018","1"
"3971",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",630,43,NA,"C6","256 WEST 10TH STREET, 3D","",10014,0,0,0,"0","0",1911,2,"C6","10/01/2018","1"
"3972",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",632,45,NA,"C6","729 GREENWICH STREET, J17","",10014,0,0,0,"0","0",1911,2,"C6","10/30/2018","0"
"3973",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",632,45,NA,"C6","727 GREENWICH STREET, J12","",10014,0,0,0,"0","0",1911,2,"C6","10/30/2018","0"
"3974",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",632,45,NA,"C6","727 GREENWICH STREET, J13","",10014,0,0,0,"0","0",1911,2,"C6","10/30/2018","0"
"3975",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",632,45,NA,"C6","729 GREENWICH STREET, J-16","",10014,0,0,0,"0","0",1911,2,"C6","10/30/2018","0"
"3976",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",632,56,NA,"C6","115 CHARLES STREET, 3","",10014,0,0,0,"0","0",1911,2,"C6","10/25/2018","0"
"3977",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",633,6,NA,"C6","713 WASHINGTON STREET, 3","",10014,0,0,0,"0","0",1900,2,"C6","02/14/2019","0"
"3978",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",633,6,NA,"C6","715 WASHINGTON STREET, 7","",10014,0,0,0,"0","0",1900,2,"C6","01/11/2019","0"
"3979",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",633,6,NA,"C6","340 WEST 11TH STREET, 3RE","",10014,0,0,0,"0","0",1900,2,"C6","12/04/2018","0"
"3980",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",637,30,NA,"C6","690 WASHINGTON STREET, 4C","",10014,0,0,0,"0","0",1973,2,"C6","05/21/2019","0"
"3981",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",637,66,NA,"C6","348 WEST 11TH STREET, 2A","",10014,0,0,0,"0","0",1974,2,"C6","07/16/2019","0"
"3982",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",637,66,NA,"C6","348 WEST 11TH STREET, GA","",10014,0,0,0,"0","0",1974,2,"C6","06/12/2019","1"
"3983",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",637,66,NA,"C6","708 WASHINGTON STREET, 3A","",10014,0,0,0,"0","0",1974,2,"C6","04/23/2019","0"
"3984",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",638,19,NA,"C6","357 WEST 11TH STREET, GB","",10019,0,0,0,"0","0",1939,2,"C6","05/31/2019","0"
"3985",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",640,44,NA,"C6","354 WEST 12TH STREET, 1D","",10014,0,0,0,"0","0",1915,2,"C6","07/25/2019","0"
"3986",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",642,45,NA,"C6","88 HORATIO, 3B","",10014,0,0,0,"0","0",1920,2,"C6","01/09/2019","0"
"3987",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",642,45,NA,"C6","88 HORATIO ST, 5B","",10014,0,0,0,"0","0",1920,2,"C6","01/09/2019","0"
"3988",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",642,46,NA,"C6","86 HORATIO STREET, 4A","",10014,0,0,0,"0","0",1915,2,"C6","02/14/2019","0"
"3989",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",642,48,NA,"C6","82 HORATIO STREET, 4A","",10014,0,0,0,"0","0",1915,2,"C6","04/01/2019","0"
"3990",1,"GREENWICH VILLAGE-WEST","09 COOPS - WALKUP APARTMENTS","2",642,48,NA,"C6","82-88 HORATIO STREET, 2B","",10014,0,0,0,"0","0",1915,2,"C6","02/20/2019","0"
"3992",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",528,8,NA,"D4","204 WEST HOUSTON STREET, 1C","",10014,0,0,0,"0","0",1869,2,"D4","07/15/2019","0"
"3993",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",528,8,NA,"D4","204 WEST HOUSTON STREET, PH45C","",10014,0,0,0,"0","0",1869,2,"D4","06/04/2019","1"
"3994",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",528,8,NA,"D4","204 WEST HOUSTON, 4A","",10014,0,0,0,"0","0",1869,2,"D4","10/15/2018","1"
"3995",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",584,18,NA,"D4","79 BARROW STREET, 4C","",10014,0,0,0,"0","0",1920,2,"D4","02/04/2019","0"
"3996",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",584,61,NA,"D4","81 BEDFORD STREET, 6D","",10014,0,0,0,"0","0",1954,2,"D4","09/26/2019","0"
"3997",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",584,61,NA,"D4","81 BEDFORD STREET, 4B","",10014,0,0,0,"0","0",1954,2,"D4","02/14/2019","0"
"3998",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",588,7,NA,"D4","22 GROVE STREET, 2D","",10014,0,0,0,"0","0",1930,2,"D4","09/09/2019","0"
"3999",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",588,7,NA,"D4","22 GROVE STREET, 1E","",10014,0,0,0,"0","0",1930,2,"D4","03/27/2019","0"
"4001",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",588,43,NA,"D4","104-106 BEDFORD STREET, 4D","",10014,0,0,0,"0","0",1890,2,"D4","03/11/2019","0"
"4002",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",591,26,NA,"D4","3 SHERIDAN SQUARE, 5KL","",10014,0,0,0,"0","0",1961,2,"D4","08/28/2019","0"
"4003",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",591,26,NA,"D4","3 SHERIDAN SQUARE, 2L","",10014,0,0,0,"0","0",1961,2,"D4","07/09/2019","0"
"4004",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",591,26,NA,"D4","3 SHERIDAN SQUARE, 3G","",10014,0,0,0,"0","0",1961,2,"D4","05/30/2019","0"
"4005",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",591,26,NA,"D4","3 SHERIDAN SQUARE, 10E","",10014,0,0,0,"0","0",1961,2,"D4","04/05/2019","0"
"4006",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",591,26,NA,"D4","3 SHERIDAN SQUARE, 5H","",10014,0,0,0,"0","0",1961,2,"D4","03/18/2019","1"
"4007",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",591,26,NA,"D4","3 SHERIDAN SQUARE, 6K","",10014,0,0,0,"0","0",1961,2,"D4","03/06/2019","0"
"4008",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",592,66,NA,"D4","136 WAVERLY PLACE, 11E","",10014,0,0,0,"0","0",1929,2,"D4","09/20/2019","0"
"4009",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",592,66,NA,"D4","136 WAVERLY PLACE, 4D","",10014,0,0,0,"0","0",1929,2,"D4","04/30/2019","0"
"4010",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",602,30,NA,"D4","622 GREENWICH STREET, 5C","",10014,0,0,0,"0","0",1880,2,"D4","06/18/2019","1"
"4011",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",602,30,NA,"D4","622 GREENWICH STREET, 5C","",10014,0,0,0,"0","0",1880,2,"D4","06/18/2019","1"
"4015",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",603,37,NA,"D4","111 BARROW STREET, 5D","",10014,0,0,0,"0","0",1920,2,"D4","01/10/2019","1"
"4016",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",606,47,NA,"D4","126 W 11 STREET, 23","",10011,0,0,0,"0","0",1930,2,"D4","04/04/2019","0"
"4017",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",607,38,NA,"D4","100 WEST 12TH STREET, 4K","",10011,0,0,0,"0","0",1959,2,"D4","09/06/2019","0"
"4018",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",607,38,NA,"D4","100 WEST 12TH STREET, 3A","",10011,0,0,0,"0","0",1959,2,"D4","06/19/2019","0"
"4019",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",607,38,NA,"D4","100 WEST 12TH STREET, 3B","",10011,0,0,0,"0","0",1959,2,"D4","06/19/2019","0"
"4020",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",607,38,NA,"D4","100 WEST 12TH STREET, 2H","",10011,0,0,0,"0","0",1959,2,"D4","06/18/2019","0"
"4024",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",608,39,NA,"D4","101 WEST 12TH STREET, 5R","",10011,0,0,0,"0","0",1961,2,"D4","08/19/2019","1"
"4025",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",608,39,NA,"D4","101 WEST 12TH STREET, 10J","",10011,0,0,0,"0","0",1961,2,"D4","08/01/2019","0"
"4026",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",608,39,NA,"D4","101 WEST 12TH STREET, 19E","",10011,0,0,0,"0","0",1961,2,"D4","07/30/2019","0"
"4027",1,"GREENWICH VILLAGE-WEST","10 COOPS - ELEVATOR APARTMENTS","2",608,39,NA,"D4","101 WEST 12TH STREET, 12Y","",10011,0,0,0,"0","0",1961,2,"D4","07/23/2019","0"
